id,title,museum,era,description,geo,image,download_link
17787,清汤经常草书扇面,ahmuseum,,书法,中国,https://file.ahm.cn:444/AnHuiMuseum/CMS_COLLECTION_SUPERORDER_THUMIMG/all/WW207915.jpg,https://file.ahm.cn:444/AnHuiMuseum/CMS_COLLECTION_SUPERORDER_THUMIMG/all/WW207915.jpg
